id,eng_prompt,lug_prompt,ach_prompt,teo_prompt,lgg_prompt,nyn_prompt
6878,"Many young people lack essential knowledge about their bodies and relationships. As a result, they may turn to unreliable sources for information.","Abavubuka bangi tebalina kumanya kwa mugaso ku mibiri gyabwe n'enkolagana yaabwe n'abalala. N'ekivuddemu, bayinza okuddukira mu bifo ebitali byesigika okufuna amawulire.","Bulu mapol peke ki ngec ma pire tek I kom kom komgi ki wat ma ikin gi ki dano. Macalo adwogi ne, giromo lokke bot kabedo ma pe gene me nongo ngec.","Atumunak luipu emamiatatar keda acoa naikamunit akuanakec keda eidicane. Kanuka ngun, epedorete kesi aijulakin aiboisio nu mam emunoi kanu adumun akiro.","Ba ode karakara eyi nini e'yo okporu eyi ma rua 'diyi ma dria tualu eyi ma eselea 'diyi pie ku. E'yo 'disi, eyi eco mu angu 'bani ecozu asi 'bazu ku 'diyi vu e'yo esuzu ra.","Eminyeeto mingi teine kumanya okurikukwata aha mibiri yaabo hamwe n'emikago yaabo. N'ekyarugiremu, nibabaasa kuhindukira omu myanya etarikwesigwa kutunga amakuru."
6879,"In today's rapidly changing society, understanding the dynamics of family and reproductive health is crucial for young adults. Educating students about family planning equips them with the knowledge to make informed decisions about their futures.","Mu bantu b'ennaku zino abakyuka amangu, okutegeera entambula y'amaka n'obulamu bw'okuzaala kya mugaso nnyo eri abavubuka abakulu. Okusomesa abayizi ku nkola ya kizaalaggumba kibawa amagezi okukola okusalawo okulungi ku biseera byabwe eby'omu maaso.","I kare man ma jami tye ka loke oyot-oyot tutwal, niang kit ma kwo me ot ki yot-kom me nywal tye kwede pire tek tutwal pi jo matino. Pwonyo lutino kwan i kom yub me lago nywal minigi ngec me moko tam mabeco i kom anyimgi.","Kotoma aijulakin apakio nu, amisiikin nuka angaleu naka aur erai ibore yenepol noi kanejaas atumunak luapolok. Aisisianakin esisiak nuka alanakin aur einakinit kes acoa na aitolomun aseununeta nuikamunitos oingaren kec.","E'yo o'bi eyini oja'ba mbeleru 'diyi ma alea, e'yo familia ni azini e'yo anzi tiza ni 'diyi ma dria ri ma vata eri orodriru 'ba oderu 'diyi dri. Sukulu anzi eyini imbata fe geri anzi eyi ma esele cozu 'diyi ma dria ri ni eyidri imbata fe eyini ani ecozu e'yo eyi 'duzu ewu ewu drialeri ma dria ra.","Omu bantu b'erizooba abarikuhinduka juba, okwetegyereza enkora y'amaka hamwe n'amagara g'okuzaara n'eky'omugasho munonga aha minyeeto. Okwegyesa abeegi ebikwatireine n'okuteekateekyera amaka, nikibaha obwengye bw'okucwamu gye ebirikukwata aha biro byabo by'omumaisho."
6880,"Effective sex education plays a crucial role in fostering understanding and respect between genders. By addressing these topics in a mixed-gender setting, students can engage in open dialogue and learn from each other's perspectives.","Okusomesa obulungi ku by'okwegatta kukola kinene nnyo mu kutumbula okutegeera n'ekitiibwa wakati w'ekikula ky'abantu. Mu kwogera ku nsonga zino mu mbeera ey'ekikula ky'abantu, abayizi basobola okwenyigira mu kuteesa okw'olwatu n'okuyiga okuva mu ndowooza za buli omu.","Pwonyo mon ki coo i kom lok me butu imit konyo tutwal me kelo winye ki woro ikin mon ki coo. I lok I kom lok magi I kabedo ma mon ki coo gitye iye, lutino kwan twero nywako lok labongo lageng ki pwony ki I tam pa luwotgi.","Asioman na ejok nuikamunitos aelo erai naepol noi kanu aitopolor acamanara keda ayongit kiding ikiliok keda angor. Kowai lo aitemitem akiro nu kotoma aiboisit naejaasi ikiliok keda angor, epedorete esisiak aineranar kosodete aisisiaun kotoma aomisio nuka nginitunganan.","Imbata kililiru e'yo ali o'baza niri ma dria ri eri orodriru tu e'yo vata azini inzita fezu agupi eyi ma eselea oku eyi pie ri ma omgbo otuzu. E'yo nzeza e'yo 'diyi ma dria geri oku eyi ma eselea agupi eyi pie risi, sukulu anzi eyi eco e'yo nze e'yo ngmboru azini oni e'yo eyi ma eselea.","Okwegyesa kurungi abantu ebikwatireine n'okuteerana, n'eky'omugasho munonga omukureetaho okwetegyerezana n'ekitiinisa ahagati y'abashaija n'abakazi. Kurabira omu kugamba aha nshonga ezi, abeegi nibabaasa kwejumba omu kugaaniira okw'amazima n'okwega kuruga omu biteekateeko bya buri omwe."
6881,"Understanding the biological processes that women experience is crucial for fostering empathy and support. By educating themselves, men can play a vital role in breaking down the barriers of ignorance surrounding menstruation.","Okutegeera enkola z'obutonde abakyala ze bayitamu kya mugaso nnyo mu kutumbula okusaasira n'obuwagizi. Mu kweyigiriza, abasajja basobola okukola omulimu omukulu mu kumenya obuzibu bw'obutamanya obukwata ku nsonga z'ekikyala.","Niang kit ma kwo pa mon tye kwede pire tek tutwal pi nyutu kica ki kony. Ki pwonye, coo twero timo tic mapire tek tutwal me lweny i kom peko me bedo ma pe gingeyo lok kom two dwe.","Amisiikin nuka aijar naka angor erai ibore yenepol noi kanu aitopolor aitim keda agangat. Kowai lo aisisianakin awate kec, epedorete ikiliok aswam naepol noi kanu aikisar amamus aijen naikamunit elap.","E'yo oku eyini aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa'zu aa' E'yo sukulu lazu yi ma ngulupi si, agupi eyi eco azi okporu 'ye e'yo 'bani 'ba eyi ma dria e'yo onzi 'yepi imba'ba eyi ma eselea 'diyi ma dria ra.","Okwetegyereza ebirikukwata aha magara g'abakazi n'eky'omugasho munonga omukureetaho okusaasibwa n'obuhwezi. Abashaija ku barikwegyesa, nibabaasa kuhwera munonga omu kusingura obutamanya oburikukwata aha nshonga z'ekiro."
6882,"Understanding the physical and emotional challenges that come with menstruation is crucial for fostering a healthy relationship. By being empathetic and attentive, men can help create a more supportive environment for their partners during this time.","Okutegeera okusoomoozebwa kw'omubiri n'ebirowoozo ebijja n'okugenda mu nsonga kikulu nnyo mu kukuza omukwano omulungi. Mu kusaasira n'okufaayo, abasajja basobola okuyamba okutondawo embeera ey'obuyambi eri abakyala baabwe mu kaseera kano.","Niang peko me kom ki tam ma bino ikare me two dwe pire tek tutwal pi dongo wat maber. Ki bedo ki cwiny me kica ki keto cwiny, coo twero konyo yubu kabedo maber pi mon gi ikare man.","Amisiikin atiokisio nuka akwan keda aomisio nuelomunete kotoma adeka naka elap erai ibore yenepol noi kanu aitopolor eidicane loajokan. Kowai lo aitim ka apodokinit, epedorete ikiliok aingarakin aiswamaun ejautene lo igangit angor kec kapak kana.","E'yo ewaru rua ma dria azini e'yo egaza ma dria 'diyi ma vata ma dria ri eri orodriru aa'ta 'ba eyi ma eselea ri ma tambazu. Aa'zu asi ndriza be azini asi feza be, agupi eyi eco angu atita fezu eyi ma oku eyini sa'wa 'di ma alea ra.","Okwetegyereza oburemeezi bw'omubiri n'ebiteekateeko ebirikuruga omu kwezi n'eky'omugasho munonga omukureetaho omukago murungi. Abashaija ku barikugirira abandi esaasi n'okubafaho, nibabaasa kuhwera omukureetaho embeera erikushagika abakazi baabo omu bwire obu."
6884,"Understanding sexual health is crucial for teenagers as they navigate their formative years. Unfortunately, misinformation can lead to confusion and unhealthy attitudes about relationships and sexuality.","Okutegeera obulamu bw'okwegatta kya mugaso nnyo eri abatiini nga bayita mu myaka gyabwe egy'okukula. Eky'omukisa omubi, obubaka obukyamu busobola okuleeta okutabulwa n'endowooza etali nnungi ku nkolagana n'okwegadanga.","Niang lok kom yotkom me butu imit pire tek tutwal ki bulu ikare gi me dongo. Ki gum marac, ngec ma pe atir twero kelo anywena-nywena ki tam ma pe ber i kom wat ki butu imit.","Amisiikin nuka angaleu naka aelo erai ibore yenepol noi kanejaas atumunak kotoma apakio nu idwe. Nukaiturur, akiro nuarokok epedorete ayangaun aitolitol ka aomisio nuarokok nuikamunitos eidicane keda aelo.","E'yo ali o'baza ma dria 'diyi ma vata eri orodriru anzi zopi zozo 'diyi dri yini yi ma eli zozurisi. Drile onziru, e'yo onzi eyi eco fe 'ba eyini aa'zu e'yo eyi ma eselea azini e'yo ali o'baza ni 'diyi ma dria.","Okwetegyereza eby'amagara g'okuteerana n'eky'omugasho munonga aha minyeeto baaba bari omu myaka yaabo y'obwegyese. Eky'obusaasi, amakuru agatahikire nigabaasa kureetaho okubuzabuzibwa n'emiteekateekyere etari mirungi aha bikwatireine n'omukago hamwe n'okuteerana."
6885,"Many young people are exposed to sexual content at an early age, yet they often lack the knowledge to navigate these experiences safely. Comprehensive sex education can empower them to make informed decisions about their bodies and relationships.","Abavubuka bangi balaba eby'okwegatta ku myaka emito, naye emirundi egisinga tebalina kumanya ku ngeri y'okutambuzaamu ebintu bino awatali bulabe. Okusomesebwa okw'awamu ku by'okwegatta kusobola okubawa amaanyi okusalawo obulungi ku mibiri gyabwe n'enkolagana yaabwe n'abalala.","Bulu mapol gineno jami makwako butu imit ma pud gitino, ento pol kare gi peke ki ngec me tic ki jami magi labongo lworo. Pwonyo jami weng makwako butu imit twero minigi kero me moko tam mabeco I kom kom komgi ki wat gi ki dano.","Atumunak luipu ewanyunitos akiro nuka aelo eringa edisiak, konye emamiatatar kesi keda acoa naka aitodolikin akiro ngun ejok. Aisisianakino na akiro nuka aelo epedori aigangakin kes aitolomun aseununeta nuikamunitos akuan kec keda eidicane lo itunga.","Ba ode karakara eyi e'yo ali o'baza ma dria 'diyi esu de eyi ma eli nga were, te eyi vu onita e'yo 'dile 'diyi ma aza kozu kililiru ri yo. Imbata dria e'yo ali o'baza ma dria 'diyi eco fe eyini okpo e'yo 'duzu eyi ma rua azini eyi ma eselea 'diyi ma dria ra.","Eminyeeto emingi neetunga ebirikukwata ahashonga z'okuteerana bakiri bato, kwonka buriijo tibaine kumanya oku barikubaasa kukoresa ebintu ebi bataine kabi. Okwegyesa abantu ebirikukwata aha by'okuteerana, nikibaasa kubahwera kucwamu gye ebirikukwata aha mibiri yaabo hamwe n'emikago yaabo."
6886,"Many factors contribute to the challenges faced by young people in rural communities, including limited access to education and healthcare. As a result, early teenage pregnancies have become increasingly prevalent in these regions.","Ensonga nnyingi ziviirako okusoomoozebwa abavubuka kwe basanga mu byalo, omuli n'obutafuna buyigirize na bujjanjabi. N'ekivuddemu, embuto mu bawala abato zeeyongedde mu bitundu bino.","Tye jami mapol ma kelo peko ma bulu nongo icaro, ma I kingi obedo peko me nongo pwony ki kony me yot kom. Macalo adwogi ne, yacu ikin anyira matino tye ka nyaa tutwal ikabedo magi.","Ipu iboro lueyangaunete atiokisio nuetereikina keda atumunak luka ocaloi, aimoriarit amamus adumunun asioman keda amukian. Kanuka ngun, apolor apotunun na apesur nudidika kotoma aiboisio nu.","E'yo karakara eyi fe e'yo ewaru 'ba ode angu caluru 'diyi ma alea 'diyini esu 'diyi ma omgbo ni tualu e'yo eyini ecozu onita esuzu azini arojo eyi ma alea ri ma omgbo esizu ku 'diyi pie. E'yo 'disi, ezoanzi nyiri eyini ecazu okporovu ru drioru 'diyi ma kalafe ni tu angu 'da eyi ma alea tutu.","Hariho enshonga nyingi ezirikureetaho oburemeezi oburikushangwa eminyeeto omu byaro, otwariiremu oburemeezi bw'okutunga eby'obwegyese n'eby'amagara. N'ekyarugiremu, okutwara enda bakiri bato kweyongyeire omu byanga ebi."
6887,"In an increasingly interconnected world, collaboration among educational institutions has become essential. One effective way to foster this collaboration is through academic exchange programs.","Mu nsi eyeeyongera okukwatagana, enkolagana wakati w'amatendekero g'ebyenjigiriza efuuse ya mugaso. Engeri emu ennungi ey'okutumbula enkolagana eno kwe kuyita mu nteekateeka z'okuwanyisiganya abayizi.","I lobo man ma kubbe tye kamede, ribbe ikin gangi kwan obedo gin ma pire tek tutwal. Yo acel maber loyo me tyelo kor winye man obedo yub me winye ikin lutino kwan.","Kotoma akwap naeringa arucokina, erai aiswamanara kiding isomeroi ibore yenepol noi. Epone ediope loajokan noi loka aitopolor aiswamanara kangin ngesi aitolot ainapeta nuka aijulakin esisiak.","Wudrikuru 'bani eyi ecizu eyi ma eselea tutu ri ma alea, ti ecita angu onita ni 'diyi ma eselea ri eca curu'do orodriru. Geri azi orodriru ti ecita 'di ma omgbo otuzuri geri otuta onita ma e'yo ojazu 'diyi vusi.","Omu nsi erikweyongyera kukwatanisa, okukwatanisa omu matendekyero n'eky'omugasho munonga. Omuringo gumwe murungi gw'okureetaho okukwatanisa oku, n'okukoresa enteekateeka y'okugarukanisa abeegi."
6888,"To ensure the integrity of our financial operations, it is essential that all members adhere to established guidelines. By maintaining strict compliance, we can protect our resources and foster trust within the community.","Okusobola okukakasa obulungi bw'emirimu gyaffe egy'ensimbi, kikulu nnyo bammemba bonna okugoberera ebiragiro ebyateekebwawo. Bwe tugoberera amateeka, tusobola okukuuma eby'obugagga byaffe n'okutumbula obwesige mu kitundu.","Me neno ni tic wa me lim tye maber, pire tek ni lumemba weng omyero gulub cik ma kiketo. Ka wabedo ka lubu cik, watwero gwoko jami ma watye kwede ki dongo gen ikin lwak.","Kanu awanyun ebe ejokuna aswam wok naka ikapun, ejokuna itunga kere atupakinit aicoreta nu itolomunitai. Kowai lo aitup ikisila, ipedori oni ayuwar iboro wok ka aitopolor amunokina kotunga.","Azi ngaza amavile robia niri ma tambazu kililiru, eri orodriru 'ba dria memba ru 'diyi ma obi azita 'bani o'bale 'diyi ma vuti. E'yo azita vuti obiza okporu 'diyi ma ta mbaza si, ama eco afa amani 'diyi ma ta mba azini asi'baza eji ongulumu eyi ma eselea ra.","Okureeba ngu eby'empiiha byaitu nibigyenda kurungi, ni kikuru ba memba boona kukuratira ebiragiro ebiteirweho. Twaguma nitukuratira ebiragiro, nitubaasa kurinda eby'obugaiga byaitu n'okureetaho obwesigye omu bantu."
6889,"In Uganda, the government recognizes the importance of education as a fundamental pillar for national development. To ensure a brighter future for the nation, it is essential to uphold the rights of every child to access quality learning opportunities.","Mu Uganda, gavumenti emanyi obukulu bw'ebyenjigiriza ng'empagi enkulu mu nkulaakulana y'eggwanga. Okukakasa ebiseera by'eggwanga eby'omu maaso ebitangaavu, kikulu nnyo okukuuma eddembe lya buli mwana okufuna emikisa gy'okusoma egy'omutindo.","I lobo Uganda, gamente ngeyo ber pa kwan macalo guti me dongo lobo. Pi anyim maber pi lobo, pire tek tutwal me gwoko twero pa lutino weng me nongo gum me kwan maber.","Ko Uganda, ejeni apugan ajokis naka asioman kwape atutubet naepol noi naka apol naka akwap. Kanu awanyun ebe ejokuka ingaren naka akwap, ejok aitigogong apedorosio nuka idwe adumunun asioman na abeit.","Kari Uganda niri ma alea, gamete ni orodri onita niri 'du ekile azi okporu angu ezoma ni kari niri ru. Kari ma ewu drialeri ni aa'zu muke, eri orodriru drilemgbo anzi nyiri dria eyini ri ma tambazu onita muke ri esuzu.","Omu Uganda, gavumenti neetegyereza omugasho gw'eby'obwegyese nk'enkingi y'entunguuka y'eihanga. Okureeba ngu eihanga riine ebiro birungi by'omumaisho, niky'omugasho kurinda obugabe bwa buri mwana kutunga emigisha mirungi y'okwega."
