id,eng_prompt,lug_prompt,ach_prompt,teo_prompt,lgg_prompt,nyn_prompt
2119,"As the effects of climate change become increasingly evident, reliance on fossil fuels is proving to be unsustainable. To combat environmental degradation and ensure energy security, people need to get alternative sources of fuel.","Ng'ebiva mu nkyukakyuka y'obudde byeyongera okweyoleka, okwesigama ku mafuta agava mu bintu eby'edda kyeyoleka nga ekitali kyangu. Okusobola okulwanyisa okwonoona obutonde bw'ensi n'okukuuma amasannyalaze, abantu beetaaga okufuna ensibuko endala ez'amafuta.","Macalo adwogi me alokaloka piny tye ka nen atyer kamaleng, jenge I kom mac ma aa ki I kom jami macon tye ka nyutu ni pe twere. Me lweny i kom bale pa cwec ma orumuwa ki neno ni mac tye maber, dano omyero gunong yoo mukene me tic ki moo.","Kwape etiono noi aanyun atiokisio nuka ekuse ka etepe, mam epatana aitosom akinyeta nuka ekwam. Kanu aitikitik amunario naka isuban keda akwap ka awanyun ebe eyuwara akinyet, ekot itunga adumun iponesio ice luka aitosom akinyet.","E'yo ewaru angu mile ma ojata ni 'diyi ni ecazu e'dazaru tutu, asi 'bazu afa edele nyakua 'diyi ma dria ri e'da kini eri econi aa'zu ewu drialeri ma alea ku. E'yo angu ama agei 'diyi ma ezaza atrizu azini e'yo aci ni 'diyi ma tambazu, le 'ba eyi ma esu geri odu ayuza ni 'diyi ma azi eyi.","Ahabw'oburemeezi bw'empinduka y'obwire kweyongyera kureebeka, okwegamira ebirikukoresibwa omu by'obuhangwa tikirikubaasika. Okuzibira okushiisha eby'obuhangwa n'okurinda amashanyarazi, abantu bashemereire kutunga oburugo bw'amajuta obundi."
2120,"After a lengthy investigation, authorities finally apprehended the suspects involved in the recent string of robberies. Following their capture, the lawbreakers are under police custody.","Oluvannyuma lw'okunoonyereza okumala ebbanga eddene, ab'obuyinza baasobola okukwata abateeberezebwa okwenyigira mu bubbi obwaliwo gye buvuddeko. Oluvannyuma lw'okukwatibwa, abamenyi b'amateeka bali mu kaduukulu ka poliisi.","Ingee timo kwed pi kare malac, lutela gumako jo ma byek tye I komgi I kom tim me yak ma otime cokcok-ki. Inge makogi, lutim bal ne gitye I buc pa abili.","Akaulo naka aingic apak naepol noi, apotu apedorosio kikamasi itunga luetepesenitai kanu akoko. Akaulo na aikamanario kec, ejaasi itunga luebilibilete ikisila toma awenis naka ipolisin.","E'yo vuti ondaza ezu 'bori ma vutia, drice'ba eyi obi 'ba 'bani ega eyi 'ye e'yo ogu ni 'diyi ma alea 'diyi ra. Bani yi bizu 'bori ma vutia, 'ba azita onyopi 'diyi polisi eyi ma dria ci.","Bwanyima y'okucondooza kumara obwire buraingwa, ab'obushoborozi bakahendera bakwata abarikuteekateekwaho kuba bejumbire omu bushuma obwabaireho. Ahanyima y'okukwatwa, abakozi b'ebihagaro bari omu kaduukuru ka poriisi."
2121,"Authorities have launched a crackdown on illegal logging and land encroachment in protected forest areas. As a result, law enforcement has apprehended several individuals involved in these activities.","Ab'obuyinza batandise okufufuggaza okutema emiti mu bumenyi bw'amateeka n'okusenga mu bifo ebikuumibwa ebibira. N'ekyavaamu, abakuumaddembe bakutte abantu abawerako abeenyigira mu bikolwa bino.","Lutela gucako lweny i kom tongo yadi iwi alii ki donyo I ngom I bunga ma ki gwoko maber. Macalo adwogi ne, joo ma gwoko cik gumako dano mapol ma gubedo ka timo jami magi.","Apotu apedorosio kitegeasi ainapeta nuka aitub ikito komam ekisil ecamakinit ka alomar toma alupok nuka amagoron. Kanuka ngun, apotu ipolisin orocutu itunga luipu luiswamaete ngun.","Okpo e'ipi eyi e'do e'yo 'bani pati ogazu azita palaa ku 'diyi ma dria azini 'ba fipi angu jere ta mbazu 'diyi ma alea 'diyi ma alea 'diyi ma dria. E'yo 'disi, 'ba azita ma ta mbapi 'diyi obi 'ba karakara e'yo 'diyi 'yepi 'diyi ra.","Ab'obushoborozi batandikireho omurimo gw'okucwekyereza okutema emiti omu buryo butahikire hamwe n'okutaahirira eitaka omu myanya y'ebibira. N'ekyarugiremu, abarikukwasa ebiragiro bakwasire abantu baingi abaabaire bejumbire omumirimo egi."
2122,"Authorities conducted an investigation into illegal logging activities in the region. As a result, several individuals were apprehended for their involvement.","Ab'obuyinza baakola okunoonyereza ku kutema emiti mu bumenyi bw'amateeka mu kitundu. N'ekyavaamu, abantu bangi baakwatibwa olw'okwenyigiramu.",Lutela gutimo kwed I kom tim me tongo yadi iwi alii I but piny eni. Macalo adwogi ne kimako dano mapol pi tic gi.,"Apotu apedorosio ongicata nuikamunitos aibok ikito kotoma aiboisit. Kanuka ngun, aponi ikamarai itunga luipu kanu ajaut toma.","Okpo e'ipi 'diyi 'ye vuti ondaza e'yo 'bani pati ogazu azita palaa ku angu 'da ma alea 'diyi ma dria. E'yo 'disi, 'ba obi 'ba karakara eyi eyini e'yo 'da 'yezu risi.","Ab'obushoborozi bakakora okucondooza aha kutema emiti omu buryo butahikire omu kyanga. N'ekyarugiremu, abantu baingi bakakwatwa ahabw'okwejumba omuri byo."
2124,"After receiving reports of illegal logging activities in the area, authorities launched an investigation into the operation. During the raid, they discovered several pieces of heavy equipment involved in the deforestation.","Oluvannyuma lw'okufuna alipoota z'okutema emiti mu ngeri emenya amateeka mu kitundu, ab'obuyinza baatandika okunoonyereza ku kikolwa ekyo. Mu kikwekweto kyabwe, baazuula ebyuma ebizito bingi ebyenyigira mu kutema ebibira.","Ingee nongo ripot me tongo yadi iwi alii I kabedo eni, lutela gucako kwed I kom tim ne. Ikare me mony, gunongo jami tic mapol ma obedo I tim me tongo yadi.","Akaulo na adumun iripotan luka aibok ikito koipone kalo mam ebeitor, apotu apedorosio kogeutu aingic nuikamunitos aswamisioit ngin. Kotoma apak naka asurokinio, apotu kesi odumutu iboro luipu luelangir noi luejaasi toma atubutubio naka ikito.","E'yo 'bani egazu e'yo 'bani pati ogazu azita palaa ku angu 'da ma alea 'diyi ma dria 'bori ma vutia, drice'ba eyi e'do e'yo vuti ondaza 'yeta 'da ma dria. Sawa 'bani e'yo 'yezu angu 'da ma alea risi, eyi esu afa ayuzaru nzizaru 'diyi karakara eyi e'yo pati ogazu 'da ma alea.","Ahanyima y'okutunga ripoota z'okutema emiti omu buryo butahikire omukyanga, ab'obushoborozi batandikire kucondooza aha kikorwa ekyo. Omu kikwekweto, bakashanga ebyoma by'amaani bingi omu kutema emiti."
2125,"In response to growing concerns about environmental sustainability and deforestation, officials convened to discuss the impact of current forestry practices. As a result of these discussions, the government issued guidelines on how forestry activities should be carried out.","Mu kwanukula okweraliikirira okweyongera ku butonde bw'ensi n'okutema ebibira, abakungu baatuula okukubaganya ebirowoozo ku bikosa enkola y'okutema ebibira eriwo. Olw'okukubaganya ebirowoozo kuno, gavumenti yafulumya ebiragiro ku ngeri emirimu gy'ebibira gye girina okukolebwamu.","Macalo adwogi me lworo ma tye kamedde I kom gwoko cwec ma orumuwa ki tongo yadi, lutic gubedo ka lok I kom adwoki pa tim me bunga matye kombedi. Macalo adwogi me nywako lok magi, gamente omiyo cik i kom kit ma tic me bunga omyero otime kwede.","Kanu aitemokin aiyalongongo na akwap keda atubutubio na ikito, apotu eswamak iriamunos kanu aitemitem atiokisio nuikamunitos akoru na ikito. Kanuka ineresinei lu, abu apugan kitolomu aicoreta nuikamunitos epone loibusakinitor aitolot aswamisinei nuka amagoron.","E'yo asi otiza tupi angu ama agei ri ma tambaza ma dria tualu pati ogaza be, azi'ba eyi tra eyi agbatara gbazu e'yo 'bani pati eyi ma ta mbazu sa'wa 'disi ri ma dria. E'yo onzeza 'diyi ma vutia, gamete ofu azita e'yo jere ma ta mbazani 'diyi ma 'yeta ma dria.","Ahabw'okweyongyera kw'okwerarikirira aha buhangwa bw'ensi hamwe n'okutema emiti, abakuru bakashutama kuhanuura aha bikwatiraine n'emitwarize y'okutema emiti eriho hati. Ahabw'okuhanuura oku,gavumenti ekataho engyenderwaho y'okukora emirimo y'ebibira."
2126,"In response to the alarming rate of deforestation and the loss of biodiversity, environmentalists have been advocating for stronger conservation measures. Recognizing the urgent need for action, the government has taken the initiative to protect the different tree species.","Olw'ebbeeyi y'okusaanyaawo ebibira n'okusaanawo kw'ebiramu eby'enjawulo, abakuuma obutonde bw'ensi babadde basaba wabeewo enkola ey'amaanyi ey'okukuuma obutonde. Olw'okumanya obwetaavu obw'amangu obw'okukola, gavumenti etutte enteekateeka okukuuma ebika by'emiti eby'enjawulo.","Ma lubbe ki rwom me tongo yadi ki rweny pa jami makwo mapat-pat, joo ma gwoko cwec ma orumuwa gubedo ka lego ni omyero kimed yoo me gwoko cwec ma orumuwa. Kit ma gamente oniang ni mitte ni myero kitim gin mo pi gwoko kwai yadi mapat-pat.","Kanu aitemokin atiokisio nuka atubutubio naka ikito keda aibiror naka iboro luegelegela, ekotosi itunga luka ekwam aitolomun iwaitin lu idarere. Kanu ajenun ebe ibusakinit aswam katipet, epuga apugan ayuarite iponesio lu ikito luegelegela.","E'yo 'bani pati eyi ogazu omgbo angirisi azini afa nyakuni 'diyi ma omgbo esizu omgbo angirisi risi, 'ba angu ama agei 'diyi ma ta mbapi 'diyi ebi a'di 'di e'yo okporu 'diyi ma dria. E'yo 'bani lezu e'yo 'yezu mbeleru ri ma dria, gamete 'du e'yo ori ndu ndu 'diyi ma ta mbazu.","Ahabw'okugira ngu okutema emiti kweyongyeire hamwe n'okufeerwa eby'obuhangwa, abarikurwanirira eby'obuhangwa bw'ensi batwire nibarwanirira enkora y'amaani y'okurinda eby'obuhangwa. Ahabw'okumanya ngu hariho ekishemereire kukorwa juba, gavumenti etandikire kurinda emiringo y'emiti etari emwe."
2127,"In response to increasing deforestation and environmental concerns, local authorities in Adjumani district held a meeting to discuss measures for sustainable resource management. Following the discussions, officials decided to take immediate action against illegal charcoal production and trade.","Olw'okusaanyawo kw'ebibira okweyongera n'okweraliikirira kw'obutonde bw'ensi, ab'obuyinza mu disitulikiti y'e Adjumani baatuuza olukiiko okukubaganya ebirowoozo ku ngeri y'okuddukanyaamu eby'obugagga. Oluvannyuma lw'okukubaganya ebirowoozo, abakungu baasalawo okubaako kye bakolawo mu bwangu okulwanyisa okufulumya amanda mu bumenyi bw'amateeka n'okutunda amanda mu bumenyi bw'amateeka.","Pi peko me tongo yadi ki peko me cwec ma orumuwa, lutela me Adjumani gubedo ki kacoke me nywako tam i kom kit me gwoko jami ma orumuwa. Ingee nywako lok, lutic gumoko tamgi me lweny i kom yubu ki cato maka ma turu cik.","Kanu aitemokin atiokisio nuka atubutubio na ikito keda akwap, apotu apedorosio nuka atutubet kodisitrikta loko Adjumani kitolototo airiamun kanu aitemitem iwaitin lu itwasamaere iboro. Akaulo naka aitemitem akiro ngun, apotu eswamak kiswamata katipet kanu aitikitik aitolomio keda agwelanar naka atotol namam ekisil ecamakinit.","E'yo pati eyi ogazu tualu angu ama agei ri pie, drice'ba distrikiti Adjumani niri ma alea 'diyi 'ye mitingi agbatara gbazu geri ecozu lonyi eyi ma tambazu sa'wa driasi 'diyi ma dria. E'yo onzeza 'da ma vutia, azi'ba eyi 'du e'yo mbeleru e'yo 'duzu maka edeza azini tujari 'yezu azita palaa ku 'diyi ma dria.","Ahabw'okweyongyera kw'okutema emiti hamwe n'eby'obuhangwa bw'ensi, ab'obushoborozi omu disiturikiti ya Adjumani, bakakora orukiiko, okuhanuura aha mihanda y'okukoresa kurungi eby'obugaiga. Bwanyima y'okuhanuura, abakuru bakasharamu kukora ahonaaho kurwanisa okukora amakara n'okuguza amakara omu buryo butahikire."
2128,"Access to clean water has become increasingly challenging for the residents of Adjumani. As the population grows and resources dwindle, the urgency for a reliable water source has never been more critical.","Okufuna amazzi amayonjo kweyongedde okuba okusoomooza eri abatuuze b'e Adjumani. Ng'omuwendo gw'abantu gweyongera n'ebikozesebwa ne bikendeera, obwetaavu bw'ensibuko y'amazzi eyeesigika bubadde bwa maanyi nnyo.","Nongo pii maleng odoko peko madit tutwal ki lutedero me Adjumani. Kit ma wel dano tye ka medde ki jami me kom bene tye kadok piny, miti me nongo pii ma ki genne obedo gin ma pire tek tutwal.","Adumunun akipi nu elaete erai na etiono noi kanejaas itunga luko Adjumani. Kwape iyata enaaba loka itunga keda aitidisiario naka iboro, ejai eipuda loka adumun akipi.","Yi ala esuzu ri eca curu'do ewaru 'ba aa'pi Adjumani 'diyi dri. O'bi ma kalafe ni tuzu azini afa ayuzaru 'diyi ma ongmbo ni esizu, le 'ba ma esu geri yi esuzu kililiru 'diyi mbeleru.","Okutunga amaizi marungi kigumire abatuuragye b'omuri Adjumani. Ahabw'okugira ngu abantu beyongyeire kandi n'eby'obugaiga nibikyendeera, ekyetengo ky'okutunga amaizi agarikuguma nikyeyongyera."
2129,"In many rural communities, access to clean water is a daily struggle. As a result, residents often find themselves spending a significant portion of their day collecting water for their households.","Mu bitundu by'ebyalo bingi, okufuna amazzi amayonjo lutalo lwa buli lunaku. N'ekivuddemu, abatuuze batera okwesanga nga bamala ekitundu ekinene eky'olunaku nga bakung'aanya amazzi g'amaka gaabwe.","I caro mapol, nongo pii maleng obedo peko madit tutwal. Macalo adwogi ne, lutedero ipol kare nongo gitye ka tic ki cawa malac me gamo pii pi gangi gi.","Kocaaloi luipu, adumunun akipi nu elaete erai ationis na nginiparan. Kanuka ngun, etapit itunga aitosom apakikec naepol noi aimo akipi kanuka ikalia kec.","Angu calua karakara 'diyi ma alia, yi ala esuzu ri eri e'yo ewaru o'du driasi ni. E'yo 'disi, 'ba aa'pi angu 'da ma alea 'diyi eyi esu eyi ma ngulupi eyi o'du karakara eyi ma alea yi tra aku eyivile 'diyini.","Omu byaro bingi, okutunga amaizi marungi n'oburemeezi burizooba. N'ekyarugiremu, abatuuragye nibamara obwire bwingi barikurundaana amaizi g'amaka gaabo."
2130,"Access to clean and reliable water sources is essential for maintaining public health and supporting community development. However, many areas still lack adequate infrastructure to meet these needs.","Okufuna amazzi amayonjo era agesigika kya mugaso mu kukuuma obulamu bw'abantu n'okuwagira enkulaakulana y'ekitundu. Kyokka, ebitundu bingi bikyalina ebikozesebwa ebimala okutuukiriza ebyetaago bino.","Nongo pii maleng dok ma genne pire tek tutwal pi gwoko yot kom pa lwak ki dongo lobo pa lwak. Kadi bed kumeno, kabedo mapol pwod peke ki jami ma mite me cobo miti magi.","Adumunun akipi nu elaete ka nu eyuara ejok kanu aidar angaleu naka itunga ka aigangit apol naka itunga. Konye, eringa aiboisio nuipu emamiatatar keda iboro lu epedorete aitodolikin ipudesia lu.","Geri 'bani ecozu yi esuzu alaru azini asi'baza be 'diyi ma esuta eri orodriru alata o'bi eyini ri ma tambazu azini atita fezu angu ezoma ongulumu eyini ri ni. Kani si, angu karakara eyi vu nga po'di afa ayuzaru ecozu e'yo 'diyi 'yezu 'diyi yo.","Okutunga oburugo bw'amaizi marungi n'eky'omugasho ahabw'okurinda amagara g'abantu n'okutunguura ebyanga. Kwonka, emyanya mingi ekyakyeine ebyombeko ebirikumara kuhikiiriza ebyetengo ebi."
