id,eng_prompt,lug_prompt,ach_prompt,teo_prompt,lgg_prompt,nyn_prompt
7654,"Faced with rising expenses and stagnant revenue, the team gathered for a brainstorming session. They knew they needed to find innovative solutions to improve their financial situation.","Nga boolekedde okweyongerayongera kw'ensaasaanya n'omusolo ogutagenda mu maaso, ttiimu yakungaanidde wamu okukubaganya ebirowoozo. Baali bakimanyi nti beetaaga okuyiiya engeri y'okutereezaamu embeera yaabwe ey'ebyensimbi.","Pien wel cente ma mite me tic tye ka medde ki wel cente ma dano tye ka nongo, lutic guribbe ka tam I kom ngo ma omyero gutim. Onongo gingeo ni omyero gunong yoo manyen me ilo malo rwom me lim meggi.","Kanu aiyatakin etiai loka ikapun keda aibiror naka ikapun, apotu itunga luitolomete ikapun kotukokinos kanu aitemitem akiro. Ejenete kesi ebe ibusakinit kesi adumun iwaitin luitetiak lu itojokaret ejautene kec loka ikapun.","E'yo aje ma omgbo ni tuzu tualu robia esuza ma omgbo ni esizu tu 'diyisi, amuti 'da tra yi tualu e'yo otuzu. Eyi nii ra kini le eyi ma esu geri ndundu eyini ecozu eyi ma geri robia esuzu 'diyi ma omgbo otuzu.","Ahabw'okweyongyera kw'enshohoza hamwe n'esente ezitarikwija, tiimu ekateeranira hamwe kuteesa. Bakaba nibamanya ngu baine kuronda oburyo burungi bw'okutunguura embeera yaabo y'esente."
7655,"After months of planning and discussions, the church committee finally decided it was time to update the aging building. They organized a meeting to brainstorm ideas and gather support from the community.","Oluvannyuma lw'emyezi mingi nga bateekateeka n'okukubaganya ebirowoozo, akakiiko k'ekkanisa kasalawo nti kye kiseera okuzza obuggya ekizimbe ekikadde. Baategese olukiiko okukubaganya ebirowoozo n'okukung'aanya obuwagizi okuva mu kitundu.","Ingee dwe mapol me yube ki nywako lok, dul pa lutela me kanica dong gumoko ni kare dong oromo me roco gedo macon-ni. Guyubu kacoke me nywako tam ki coko cwak ki bot lwak.","Akaulo naka ilapio lu aitemonokin ka aitemitem, apotu ekomiti loka ekanisa koseutu ebe erai apak naka aisiteteun aduketait nakolo. Apotu kesi itemokisi airiamunet kanu aitemitem aomisio ka adumun agangat kama ejaasi itunga.","Mba 'bani otita eyi o'bazu azini agbatara gbazu 'bori ma vutia, komiti kanisa niri asizu asizu e'yo 'duzu kini sa'wa ca jo oku 'da ma sita o'diru. Eyi otu mitingi eyi agbatara gbazu egata eyi ma dria eyini ani atita trazu engazu ongulumu eyivu.","Bwanyima y'ameezi mingi y'okuteekateekyera hamwe n'okuhanuura, akakiiko k'ekanisa kakaheza kusharaho ngu n'obwire bw'okugarura busya ekyombeko ekikuru. Bakatebekanisa orukiiko rw'okuhanuura n'okurundaana obuhwezi kuruga omu bantu."
7656,"In a world increasingly disconnected from spiritual values, it is essential to nurture a sense of purpose and community among youth. One way to achieve this is by guiding them towards meaningful vocations that promote service and leadership.","Mu nsi eyeeyongera okweyawula ku mpisa z'eby'omwoyo, kya mugaso okukuza enneewulira y'ekigendererwa n'omukago mu bavubuka. Engeri emu ey'okutuukiriza kino kwe kubaluŋŋamya okutuuka ku mirimu egy'amakulu egitumbula obuweereza n'obukulembeze.","I lobo man ma dano pe tye ka jenge i kom jami me cwiny, pire tek tutwal me pwonyo bulu me bedo ki miti i kwogi. Yo acel me cobo man obedo pwonyo lutino kwan me nongo tic mabeco ma kelo kony ki tela.","Kotoma akwap naepol noi naemamei arucokina keda iponesio luka Edeke, ejokuna noi aitopoloun apolou naka atutubet keda apolou naka atutubet kanejaas atumunak. Epone ediope loka aitodolikin ngun ngesi aitodikin kesi aswamisinei nuepedorete aitopolor aijanakin keda eingarenone.","Wudrikuru 'di ma alea e'yo onitani 'diyi ma esele cozu tualuri ma alea, eri orodriru e'yo 'ba ode eyini aa'zu orodriru azini ongulumu eyi ma eselea 'diyi ezozu. Geri azi alu ecozu e'yo 'di 'yezu ri lezu yi ma dri cezu afa azi orodriru azini driceza ni 'diyi ma dria.","Omu nsi erikweyongyera kutakwatanisa n'emitwarize y'eby'omwoyo, n'eky'omugasho okureeba ngu eminyeeto eine ekigyendererwa n'obuhangwa. Omuringo gumwe gw'okukora eki n'okubahabura okukora emirimo y'omugasho erikureetaho obuheereza n'obwebembezi."
7657,"As the organization approaches a significant milestone, plans are already underway for a grand celebration. Excitement is building among the members as they prepare to honor 25 years of achievements.","Nga ekitongole kisemberera ekiseera ekikulu, enteekateeka zitandise okujaguza okw'amaanyi. Essanyu lyeyongedde mu bammemba nga beetegekera okujaguza emyaka 25 egy'ebituukiddwaako.","I kare ma dul ne tye ka oo I kare ma pire tek tutwal, yub me kwero nino madit dong tye kawot anyim. Yomcwiny tye ka mede ikin lumemba ikare ma gitye ka yubbe me kwero mwaka 25 me jami ma gutimo.","Neyapiete atukot ngin aiboisit naepol noi, eutai aitemonokin ainumunum naepol noi. Ejai aiyalama kanejaas imeban kwape ekapanakinete kesi ainumunum ikar akaisarei ikany lu itodolikinitos kesi.","Amuti 'da ni ecaria e'yo azi okporu ni ma alia, otuta eyi mu drile ayiko zuza amboru ni 'yezu. Ayiko zo 'ba memba ru 'diyi ma eselea eyini otuta 'yezu e'yo eyini 'ye eli 25 'diyi inzizu.","Nk'oku ekitongore kirikuhika aha muheru gw'amaani, enteekateeka z'okujaguza kw'amaani zitandikire. Okushemererwa kuriyo nikweyongyera omu ba memba, nk'oku barikweteekateekyera okujaguza emyaka 25 y'ebikozirwe."
7658,"As the year came to a close, the community began planning for their much-anticipated event. Excitement filled the air as individuals and families prepared to make the celebration a memorable one.","Omwaka bwe gwatandika okuggwaako, abantu baatandika okuteekerateekera omukolo gwabwe ogwali gulindiriddwa ennyo. Essanyu lyajjula empewo ng'abantu ssekinnoomu n'amaka beetegekera okufuula omukolo ogw'okujjukira.","Ikare ma mwaka ne tye ka tum, lwak ocako yube pi yub meggi ma gubedo kakuru tutwal. Cwiny dano obedo yom totwal I kare ma dano kacel ki gangi mapat-pat guyube me weko kwer ne obed ma wigi poo I komgi.","Neyapiete ekaru angetakin, apotu itunga kogeutu aitemonokin kanuka epucit loewomitai ebe ebunit. Apotu aiyalama kilelebunos kokwam kwape itunga keda ikalia lu itemonokinete ainumunum ngin.","Eli ni ecaria i deria, ongulumu 'da e'do otuta eyi 'ye omu eyini ega saaru 'da ni. Ayiko fu oli ma alia 'ba yi ma ngulupisi azini familia yini yi oturia otuta 'yezu omu 'da ma e'yo egazu.","Omwaka ku gwahikire aha muheru, abantu batandika kuteekateekyera omukoro gwabo ogwabaire nigubarindirwe munonga. Abantu bakashemererwa munonga ahabw'abantu n'amaka okweteekateekyera omukoro gw'okwijuka."
7659,"In preparation for the upcoming jubilee celebration, the organizing committee brainstormed various ways to gather financial support. They decided that hosting social events would be an effective strategy to engage the community and raise the necessary funds.","Mu kwetegekera okujaguza kwa jjubiri okujja, akakiiko akategesi kaalowooza ku ngeri ez'enjawulo ez'okukung'aanya obuyambi bw'ensimbi. Baasazeewo nti okutegeka emikolo gy'omukwano kyandibadde kakodyo akalungi okukwatamu abantu n'okusonda ensimbi ezeetaagisa.","Ikare me yubbe pi kwero mwaka pyera riyo wiye abic matye kabino ni, dul ma yubu yub ne gubedo ki tam mapat-pat me nongo kony me lim. Gumoko tamgi ni bedo ki yub me bedo ki dano obedo yoo maber me rweyo lwak ki nongo cente ma mite.","Kanu aitemonokin kanuka aiitun ikaru akaisakany lu ebunit, abu ekomiti lo itemonokini koomoom iponesio luegelegela luka adumun agangat na ikapun. Apotu kesi kotemasi ebe aitolot aiboisio nu inera itunga erai epone loajokan noi loka aimorikikin itunga keda adumun ikapun lu ekotos.","Otuta e'yo eli kaliri drini towi ni emuzu ri ma alia, komiti otuta otupi 'diyi ega geri ndundu eyini ecozu atita robia niri trazu 'diyi ma dria. Eyi 'du e'yo kini e'yo 'ba eyi 'bazu tualu 'diyi ma otuta ni nga adri geri kililiru ongulumu eyini e'yo 'yezu tualu robia 'bani lele 'diyi trazu.","Omu kweteekateekyera okujaguza kwa Jubilee okurikwija, akakiiko akarikutebekanisa kakoresa oburyo butari bumwe na bumwe kuronda obuhwezi bw'esente. Bakasharamu ngu okukora emikoro y'okushemerererwamu abantu, n'omuringo murungi gw'okureetaho abantu n'okurundaana esente ezirikwetengwa."
7660,"The community has been discussing the need for better access to the church for months. With increasing attendance and the upcoming events, it has become clear that improvements are necessary.","Ekitundu kibadde kiteesa ku bwetaavu bw'okutuuka obulungi ku kkanisa okumala emyezi. N'okweyongerayongera kw'abajja n'emikolo egijja, kyeyoleka bulungi nti ennongoosereza zeetaagisa.","Lwak gubedo ka lok I kom miti me nongo yoo me oo I kanica pi dwe mapol. Ki medde pa wel dano ma obino I yub mapat-pat matye kabino anyim, nen atyer kamaleng ni omyero kimed rwom me tic.","Itetemitos itunga nuka eipud loka adolokin ekanisa adaun ilapio. Keda aiyatakinio naka itunga keda aitolot aswamisio nu ebunit, ecai cut ebe ibusakinit aitojokar.","Ongulumu 'da e'bi agbatara gba e'yo 'bani ecozu muzu kanisa kililiru ri ma dria mba eyi ma alea. E'yo 'ba emu'ba 'diyi ma kalafe ni tuzu tualu e'yo emu'ba 'diyi pie, eri eca e'da kini otuta ma ovu orodriru.","Abantu batwire nibagaaniira aha nshonga y'okutunga kurungi ekanisa kumara ameezi maingi. Ahabw'okweyongyera kw'abarikwija hamwe n'emikoro erikwija, nikyoreka butunu ngu empindahinduka nizetengwa."
7661,Traveling to the diocese has become increasingly difficult for residents. Many have expressed frustration over the deteriorating road conditions that hinder public transportation options.,Okugenda mu bulabirizi kyeyongedde okuba ekizibu eri abatuuze. Bangi balaze obwennyamivu olw'embeera y'enguudo embi eremesa entambula ey'olukale.,Wot me cito I diocese tye ka doko tek tutwal ki lutedero. Dano mapol gunyutu cwer cwinygi pi peko me gudu ma tye ka balo yoo me wot pa lwak.,Alosenen odaiosis erai ibore yenetiono noi kanejaas itunga. Apotu itunga luipu itodutu aiyalongongokec kanuka ejautene loaronon loka irotin luitikitikete elose lo itunga.,Acita dayasesi'a ri eca curu'do ewaru 'ba aa'pi angu 'da ma alea 'diyini. Ba karakara eyi e'da candi e'yo nzila eyini aa'zu muke ku 'diyi ma dria eyini ani acipa o'bi eyini ri atrizu risi.,Okutambura kuza omu bureeberezi kweyongyeire kugumira abatuuragye. Abantu baingi boorekire okwetomboitwa ahabw'embeera y'enguuto eyeyongyeire kuremeraho eby'engyenda.
7662,"To ensure proper land management and development, it is essential for landowners to maintain accurate records of their properties. This not only helps in planning and zoning but also protects their rights and interests.","Okusobola okukakasa enzirukanya y'ettaka ennungi n'enkulaakulana, kya mugaso nnyo bannannyini ttaka okukuuma ebiwandiiko ebituufu ku bintu byabwe. Kino tekikoma ku kuyamba mu kuteekateeka n'okugabanya ebitundu naye era kikuuma eddembe lyabwe n'ebigendererwa byabwe.","Me neno ni tic me ngom ki dongo lobo tye maber, pire tek tutwal ki wegi ngom me gwoko coc ma atir I kom jami gi. Man pe konyo I yub ki poko ngom keken ento gwoko twero ki miti gi bene.","Kanu awanyun ebe eyaitai alupok ejok ka apol, ejokuka ikulepek alupok aidar aiwadikaeta nuka iborokec. Mam ngin ingarakini kotoma aitemonokin keda aiboisit konye eyuwari apedorosiokec keda ipudesiakec.","Nyaku ma ta mbazu kililiru azini angu ezozu, eri orodriru nyaku e'ipiru 'diyini e'yo yi ma nyaku ma dria 'diyi ma ta mbazu kililiru. Diri ngani lu azakoma fe otita eyi 'yezu ku dika eri vini eyi ma drilemgbo azini e'yo eyini le 'diyi ma ta mba.","Okureeba ngu eitaka rikorwa kurungi n'entunguuka, nikirungi bakama b'eitaka kugira ebihandiiko ebihikire ebirikukwata aha bintu byabo. Eki tikirikuhwera omu kuteekateekyera hamwe n'okugaba ebicweka by'eitaka kyonka, kureka nikihwera n'okurinda obugabe bwabo n'ebibarikwenda."
7663,"In preparation for the upcoming urban development, extensive planning was undertaken to improve infrastructure. As part of this initiative, roads were constructed before declaring Lira a city.","Mu kwetegekera enkulaakulana y'ekibuga ejja, enteekateeka ey'amaanyi yakolebwa okutumbula ebizimbe. Ng'omu ku kaweefube ono, enguudo zaazimbibwa nga tebannalangirira Lira ng'ekibuga.","I yubbe pi dongo lobo me boma matye kabino anyim, kiyubu yub mapol me yubu jami mapat-pat. Macalo but yub man, kiyubu gudi mapwod pe kicwalo Lira macalo boma madit.","Kanu aitemonokin nuka apol naka eibuga lo ebunit, aponi kitolomunai aitemonokineta nuepolok kanu aitojokar aiboisio. Kwape ediopet koboro kalu, aponi odukoi irotin eringa elimoria Lira kwape esite.","Otuta e'yo angu ezoma ni emupi 'diyi ma alia, 'ba 'ye otita angiri 'diyi afa ayuzaru 'diyi otuzu. Otita 'di ma azi ru, 'ba si nzila eyi rakaka de nga po'di 'ba lu Lira ni aku ambo ru ku.","Omu kweteekateekyera entunguuka y'endembo erikwija, enteekateeka nyingi ekakorwa kutunguura ebyombeko. Nk'emwe aha nteekateeka egi, enguuto zikakorwa batakarangirire Lira nk'orurembo."
7664,"In preparation for the upcoming community development project, a meeting was scheduled to discuss land use and resources. The local council chairman called for an urgent gathering to address the concerns of the village landowners.","Mu kwetegekera pulojekiti y'okukulaakulanya ekitundu ejja, olukiiko lwategekebwa okukubaganya ebirowoozo ku nkozesa y'ettaka n'ebikozesebwa. Ssentebe w'akakiiko k'ekyalo yayise olukungaana olw'amangu okukola ku nsonga za bannannyini ttaka mu byalo.","I yubbe pi yub me dongo lobo matye kabino anyim, kiyubu kacoke me nywako lok I kom tic ki ngom ki lonyo. Won kom me kancil me tedero olwongo kacoke pi tyeko lok pa wegi ngom me caro.","Kanu aitemonokin epurojekt lo ebunit lo apol, aponi kitemokinai airiamun kanu aitemitem nuka alupok keda iboro. Abu apolon eicolong kolimok airiamun na atipet kanu aitemokin atiokisio nuka ikulepek alupok.","Otuta otita angu ezoma ni emupi 'diyiniri ma alia, 'ba otu mitingi azi agbatara gbazu geri nyaku ayuzuri ma dria azini afa ayuzaru 'diyi ma dria. Bili ei kanisulu angu 'da ma alea ri omve mitingi mbeleru ni e'yo angu e'ipi calo 'da ma alea 'diyi ma aza kozu.","Omu kweteekateekyera purogyekiti y'entunguuka y'ekyanga erikwija, hakabaho orukiiko rw'okuhanuura aha nkoresa y'eitaka hamwe n'eby'obugaiga. Mukuru w'entebe y'akakiiko k'ekyaro akeeta orukiiko rw'ahonaaho kukora aha nshonga za bakama b'eitaka omu kyaro."
